image_id,width,height,identity,split
004811.jpg,91,126,8796.0,train
012176.jpg,252,349,8796.0,train
133836.jpg,156,216,8796.0,train
020955.jpg,146,202,8796.0,train
158398.jpg,143,198,4934.0,train
103996.jpg,117,162,4934.0,train
139599.jpg,224,310,4934.0,train
108549.jpg,179,248,4934.0,train
055254.jpg,536,742,4934.0,train
059224.jpg,117,162,4934.0,train
160594.jpg,237,328,4934.0,train
140029.jpg,237,316,4934.0,train
090530.jpg,125,173,4934.0,train
005028.jpg,151,209,4934.0,train
021570.jpg,177,245,4934.0,train
108316.jpg,580,803,4934.0,train
035048.jpg,195,270,4934.0,train
100899.jpg,120,166,4934.0,train
065657.jpg,187,259,4934.0,train
130255.jpg,135,187,4934.0,train
009713.jpg,205,284,4934.0,train
020694.jpg,75,104,4934.0,train
146869.jpg,83,115,4934.0,train
020848.jpg,283,392,4934.0,train
146412.jpg,224,310,4924.0,train
092685.jpg,244,338,4924.0,train
125647.jpg,187,259,4924.0,train
097610.jpg,216,299,4924.0,train
034816.jpg,120,166,4924.0,train
042062.jpg,289,400,4924.0,train
159425.jpg,278,385,4924.0,train
139275.jpg,255,353,4924.0,train
065983.jpg,68,94,4924.0,train
001791.jpg,86,119,4924.0,train
007094.jpg,91,126,4924.0,train
092930.jpg,213,295,4924.0,train
028605.jpg,117,162,4924.0,train
088658.jpg,94,126,4924.0,train
044762.jpg,190,263,4924.0,train
114058.jpg,554,767,4924.0,train
002788.jpg,203,281,4924.0,train
004101.jpg,218,302,4924.0,train
144026.jpg,125,173,4924.0,train
005168.jpg,226,313,4924.0,train
145999.jpg,276,382,1985.0,train
089226.jpg,117,162,1985.0,train
114286.jpg,107,148,1985.0,train
090333.jpg,374,518,1985.0,train
040658.jpg,229,317,1985.0,train
048882.jpg,315,436,1985.0,train
150927.jpg,174,241,1985.0,train
125838.jpg,130,180,1985.0,train
086110.jpg,120,166,1985.0,train
006263.jpg,205,284,1985.0,train
016894.jpg,270,374,1985.0,train
090206.jpg,117,162,1985.0,train
028342.jpg,244,338,1985.0,train
087393.jpg,458,634,1985.0,train
073591.jpg,96,133,1985.0,train
110571.jpg,174,241,1985.0,train
007193.jpg,187,259,1985.0,train
008094.jpg,140,194,1985.0,train
131580.jpg,117,162,1985.0,train
014112.jpg,229,317,1985.0,train
139317.jpg,385,533,8749.0,train
083398.jpg,309,428,8749.0,train
119936.jpg,211,292,8749.0,train
099896.jpg,88,122,8749.0,train
063922.jpg,182,252,8749.0,train
070602.jpg,179,248,8749.0,train
140228.jpg,148,205,8749.0,train
133091.jpg,120,166,8749.0,train
076367.jpg,442,612,8749.0,train
008322.jpg,221,306,8749.0,train
037555.jpg,348,482,8749.0,train
094809.jpg,117,162,8749.0,train
043037.jpg,101,140,8749.0,train
078755.jpg,159,220,8749.0,train
074058.jpg,208,288,8749.0,train
113798.jpg,229,317,8749.0,train
019332.jpg,244,338,8749.0,train
037014.jpg,138,191,8749.0,train
136704.jpg,268,371,8749.0,train
037256.jpg,408,565,8749.0,train
144953.jpg,153,212,4647.0,train
061999.jpg,247,342,4647.0,train
112469.jpg,148,205,4647.0,train
072251.jpg,117,162,4647.0,train
028770.jpg,185,256,4647.0,train
031314.jpg,239,331,4647.0,train
148731.jpg,250,346,4647.0,train
112779.jpg,198,274,4647.0,train
047157.jpg,177,245,4647.0,train
001906.jpg,385,533,4647.0,train
013692.jpg,138,191,4647.0,train
067890.jpg,182,252,4647.0,train
016197.jpg,133,184,4647.0,train
051212.jpg,286,396,4647.0,train
040326.jpg,226,313,4647.0,train
112410.jpg,244,338,4647.0,train
002691.jpg,205,284,4647.0,train
005450.jpg,177,245,4647.0,train
117922.jpg,224,310,4647.0,train
008729.jpg,153,212,4647.0,train
153609.jpg,577,799,8746.0,train
076774.jpg,406,562,8746.0,train
134549.jpg,307,425,8746.0,train
081677.jpg,1615,2236,8746.0,train
037410.jpg,192,266,8746.0,train
043751.jpg,226,313,8746.0,train
158333.jpg,858,1188,8746.0,train
141767.jpg,213,295,8746.0,train
069722.jpg,343,475,8746.0,train
004295.jpg,299,414,8746.0,train
014737.jpg,120,166,8746.0,train
080554.jpg,744,1030,8746.0,train
020112.jpg,205,284,8746.0,train
072700.jpg,229,317,8746.0,train
052097.jpg,320,443,8746.0,train
102328.jpg,533,738,8746.0,train
004392.jpg,725,1004,8746.0,train
007202.jpg,348,482,8746.0,train
143503.jpg,229,317,8746.0,train
008858.jpg,408,565,8746.0,train
148744.jpg,205,284,1439.0,train
089910.jpg,250,337,1439.0,train
129762.jpg,161,241,1439.0,train
112470.jpg,140,194,1439.0,train
059407.jpg,442,590,1439.0,train
061201.jpg,385,533,1439.0,train
152675.jpg,200,277,1439.0,train
135129.jpg,247,342,1439.0,train
080739.jpg,174,241,1439.0,train
004689.jpg,325,450,1439.0,train
017791.jpg,198,274,1439.0,train
095337.jpg,213,295,1439.0,train
018752.jpg,196,265,1439.0,train
080931.jpg,242,335,1439.0,train
068395.jpg,107,148,1439.0,train
128686.jpg,104,144,1439.0,train
009460.jpg,273,378,1439.0,train
009928.jpg,125,173,1439.0,train
145570.jpg,213,295,1439.0,train
014434.jpg,195,270,1439.0,train
140499.jpg,177,245,4960.0,train
065629.jpg,122,169,4960.0,train
099787.jpg,133,184,4960.0,train
085121.jpg,187,259,4960.0,train
037191.jpg,302,418,4960.0,train
037571.jpg,252,349,4960.0,train
142689.jpg,120,166,4960.0,train
101270.jpg,125,173,4960.0,train
058749.jpg,140,194,4960.0,train
000094.jpg,96,133,4960.0,train
026181.jpg,486,673,4960.0,train
069382.jpg,320,443,4960.0,train
026992.jpg,354,490,4960.0,train
059715.jpg,242,335,4960.0,train
058633.jpg,221,306,4960.0,train
098670.jpg,169,234,4960.0,train
000252.jpg,239,331,4960.0,train
000291.jpg,1482,2052,4960.0,train
111332.jpg,174,241,4960.0,train
011996.jpg,744,1030,4960.0,train
145610.jpg,299,414,2063.0,train
080143.jpg,450,623,2063.0,train
124786.jpg,198,274,2063.0,train
083434.jpg,179,248,2063.0,train
036018.jpg,572,792,2063.0,train
040313.jpg,143,198,2063.0,train
148507.jpg,320,443,2063.0,train
127545.jpg,343,475,2063.0,train
061547.jpg,957,1325,2063.0,train
000442.jpg,575,796,2063.0,train
016656.jpg,270,374,2063.0,train
081646.jpg,135,187,2063.0,train
020183.jpg,283,392,2063.0,train
067844.jpg,250,346,2063.0,train
049984.jpg,460,637,2063.0,train
123086.jpg,177,245,2063.0,train
009989.jpg,412,601,2063.0,train
014555.jpg,481,666,2063.0,train
136312.jpg,270,374,2063.0,train
014852.jpg,164,227,2063.0,train
153500.jpg,1355,1876,2046.0,train
090114.jpg,81,112,2046.0,train
143664.jpg,135,187,2046.0,train
100461.jpg,244,338,2046.0,train
046462.jpg,218,302,2046.0,train
055960.jpg,416,576,2046.0,train
155491.jpg,577,799,2046.0,train
144277.jpg,221,306,2046.0,train
076206.jpg,393,544,2046.0,train
006050.jpg,315,436,2046.0,train
028669.jpg,764,1020,2046.0,train
091645.jpg,276,382,2046.0,train
035524.jpg,268,371,2046.0,train
077275.jpg,868,1202,2046.0,train
064771.jpg,702,972,2046.0,train
142570.jpg,257,356,2046.0,train
016077.jpg,198,274,2046.0,train
019169.jpg,260,360,2046.0,train
147839.jpg,411,569,2046.0,train
025880.jpg,112,155,2046.0,train
143756.jpg,182,252,1377.0,train
074012.jpg,478,662,1377.0,train
118566.jpg,195,270,1377.0,train
079355.jpg,322,446,1377.0,train
036682.jpg,840,923,1377.0,train
050449.jpg,153,212,1377.0,train
143997.jpg,192,266,1377.0,train
131925.jpg,133,184,1377.0,train
058148.jpg,161,223,1377.0,train
009737.jpg,580,803,1377.0,train
028628.jpg,185,256,1377.0,train
074675.jpg,395,547,1377.0,train
028644.jpg,164,227,1377.0,train
059807.jpg,250,346,1377.0,train
056607.jpg,250,346,1377.0,train
115533.jpg,190,263,1377.0,train
010903.jpg,247,342,1377.0,train
016177.jpg,255,353,1377.0,train
134288.jpg,385,533,1377.0,train
023674.jpg,153,212,1377.0,train
155112.jpg,252,349,2055.0,train
093458.jpg,70,97,2055.0,train
125382.jpg,192,266,2055.0,train
097530.jpg,247,342,2055.0,train
055230.jpg,208,288,2055.0,train
060865.jpg,273,378,2055.0,train
159559.jpg,216,299,2055.0,train
128876.jpg,107,148,2055.0,train
067103.jpg,390,540,2055.0,train
003934.jpg,322,446,2055.0,train
041877.jpg,429,594,2055.0,train
096201.jpg,263,364,2055.0,train
045030.jpg,195,270,2055.0,train
072197.jpg,156,216,2055.0,train
064421.jpg,148,205,2055.0,train
123744.jpg,195,270,2055.0,train
014352.jpg,75,104,2055.0,train
024535.jpg,255,353,2055.0,train
130122.jpg,187,259,2055.0,train
026988.jpg,81,112,2055.0,train
155383.jpg,133,184,8818.0,train
079070.jpg,151,209,8818.0,train
141016.jpg,122,169,8818.0,train
103199.jpg,1076,1490,8818.0,train
037840.jpg,138,191,8818.0,train
045597.jpg,161,223,8818.0,train
156733.jpg,135,187,8818.0,train
141921.jpg,81,112,8818.0,train
054670.jpg,138,191,8818.0,train
002913.jpg,140,194,8818.0,train
010238.jpg,166,230,8818.0,train
093924.jpg,174,241,8818.0,train
015449.jpg,88,122,8818.0,train
067752.jpg,203,281,8818.0,train
049072.jpg,182,252,8818.0,train
135964.jpg,127,176,8818.0,train
004571.jpg,65,90,8818.0,train
005758.jpg,182,252,8818.0,train
145746.jpg,99,137,8818.0,train
009665.jpg,442,612,8818.0,train
157012.jpg,172,238,6420.0,train
120067.jpg,203,281,6420.0,train
143148.jpg,96,133,6420.0,train
125489.jpg,164,227,6420.0,train
090890.jpg,135,187,6420.0,train
091370.jpg,164,227,6420.0,train
157464.jpg,81,112,6420.0,train
147909.jpg,671,929,6420.0,train
113980.jpg,330,457,6420.0,train
008662.jpg,242,335,6420.0,train
054410.jpg,83,115,6420.0,train
122807.jpg,195,270,6420.0,train
071703.jpg,185,256,6420.0,train
116528.jpg,257,356,6420.0,train
105416.jpg,151,209,6420.0,train
141761.jpg,195,270,6420.0,train
014964.jpg,208,288,6420.0,train
044709.jpg,99,137,6420.0,train
152403.jpg,335,464,6420.0,train
047504.jpg,127,176,6420.0,train
151411.jpg,91,126,8817.0,train
078710.jpg,192,266,8817.0,train
098863.jpg,312,432,8817.0,train
083628.jpg,148,205,8817.0,train
054396.jpg,122,169,8817.0,train
059357.jpg,226,313,8817.0,train
156217.jpg,78,108,8817.0,train
101147.jpg,198,274,8817.0,train
072261.jpg,187,259,8817.0,train
004217.jpg,146,202,8817.0,train
035137.jpg,104,144,8817.0,train
081745.jpg,190,263,8817.0,train
039637.jpg,104,144,8817.0,train
074109.jpg,203,281,8817.0,train
071211.jpg,172,238,8817.0,train
095593.jpg,179,248,8817.0,train
011995.jpg,81,112,8817.0,train
028623.jpg,286,396,8817.0,train
140366.jpg,143,198,8817.0,train
033663.jpg,107,148,8817.0,train
155799.jpg,114,158,6417.0,train
072879.jpg,120,166,6417.0,train
122095.jpg,195,270,6417.0,train
077566.jpg,143,198,6417.0,train
046053.jpg,104,144,6417.0,train
054700.jpg,104,144,6417.0,train
158012.jpg,91,126,6417.0,train
136479.jpg,117,162,6417.0,train
059437.jpg,68,94,6417.0,train
003737.jpg,91,126,6417.0,train
014207.jpg,140,194,6417.0,train
076095.jpg,164,227,6417.0,train
015329.jpg,109,151,6417.0,train
062082.jpg,114,158,6417.0,train
059203.jpg,112,155,6417.0,train
113156.jpg,96,133,6417.0,train
009282.jpg,166,230,6417.0,train
011694.jpg,120,166,6417.0,train
145565.jpg,179,248,6417.0,train
012186.jpg,140,194,6417.0,train
138983.jpg,143,198,8812.0,train
073168.jpg,135,187,8812.0,train
123240.jpg,208,288,8812.0,train
094997.jpg,159,220,8812.0,train
047894.jpg,148,205,8812.0,train
048551.jpg,104,144,8812.0,train
157371.jpg,140,194,8812.0,train
125901.jpg,172,238,8812.0,train
058239.jpg,1461,2023,8812.0,train
007229.jpg,146,202,8812.0,train
034316.jpg,169,234,8812.0,train
079768.jpg,226,313,8812.0,train
034756.jpg,211,292,8812.0,train
061901.jpg,234,324,8812.0,train
053266.jpg,185,256,8812.0,train
116443.jpg,156,216,8812.0,train
010263.jpg,140,194,8812.0,train
010403.jpg,114,158,8812.0,train
132140.jpg,218,302,8812.0,train
022065.jpg,247,342,8812.0,train
144096.jpg,299,414,2014.0,train
075322.jpg,252,349,2014.0,train
123970.jpg,146,202,2014.0,train
080054.jpg,169,234,2014.0,train
051318.jpg,237,328,2014.0,train
053028.jpg,192,266,2014.0,train
147524.jpg,192,266,2014.0,train
126284.jpg,156,216,2014.0,train
060512.jpg,153,212,2014.0,train
027620.jpg,213,295,2014.0,train
039239.jpg,263,364,2014.0,train
079824.jpg,211,292,2014.0,train
042280.jpg,247,342,2014.0,train
067021.jpg,174,241,2014.0,train
059805.jpg,237,328,2014.0,train
121428.jpg,403,558,2014.0,train
032197.jpg,205,284,2014.0,train
032593.jpg,224,310,2014.0,train
131555.jpg,148,205,2014.0,train
033414.jpg,221,306,2014.0,train
149013.jpg,1149,1591,1393.0,train
090317.jpg,179,248,1393.0,train
118028.jpg,270,374,1393.0,train
099225.jpg,291,403,1393.0,train
044658.jpg,335,372,1393.0,train
048945.jpg,122,169,1393.0,train
150651.jpg,153,212,1393.0,train
123212.jpg,252,349,1393.0,train
081927.jpg,221,306,1393.0,train
016058.jpg,216,299,1393.0,train
026819.jpg,185,256,1393.0,train
096780.jpg,172,238,1393.0,train
031734.jpg,195,270,1393.0,train
086019.jpg,226,313,1393.0,train
076325.jpg,577,799,1393.0,train
104644.jpg,211,292,1393.0,train
018840.jpg,146,202,1393.0,train
023709.jpg,221,306,1393.0,train
132994.jpg,315,436,1393.0,train
023801.jpg,120,166,1393.0,train
152142.jpg,153,212,1394.0,train
085604.jpg,156,216,1394.0,train
133877.jpg,75,104,1394.0,train
106520.jpg,91,126,1394.0,train
054147.jpg,88,122,1394.0,train
060223.jpg,120,166,1394.0,train
156212.jpg,190,263,1394.0,train
135278.jpg,137,205,1394.0,train
076448.jpg,133,184,1394.0,train
031800.jpg,156,216,1394.0,train
042203.jpg,107,148,1394.0,train
105745.jpg,101,140,1394.0,train
047580.jpg,213,295,1394.0,train
076655.jpg,161,223,1394.0,train
075096.jpg,86,119,1394.0,train
131032.jpg,538,745,1394.0,train
037898.jpg,221,306,1394.0,train
038333.jpg,135,187,1394.0,train
142430.jpg,96,133,1394.0,train
041651.jpg,99,137,1394.0,train
150805.jpg,517,716,8807.0,train
066626.jpg,205,284,8807.0,train
123568.jpg,250,346,8807.0,train
069368.jpg,174,241,8807.0,train
043263.jpg,447,619,8807.0,train
043333.jpg,260,360,8807.0,train
157558.jpg,94,130,8807.0,train
137358.jpg,426,590,8807.0,train
055439.jpg,237,328,8807.0,train
011230.jpg,247,342,8807.0,train
020724.jpg,182,252,8807.0,train
068343.jpg,330,457,8807.0,train
021960.jpg,309,428,8807.0,train
064233.jpg,216,299,8807.0,train
052976.jpg,203,281,8807.0,train
115235.jpg,304,421,8807.0,train
011835.jpg,426,590,8807.0,train
014181.jpg,203,281,8807.0,train
138647.jpg,164,227,8807.0,train
015857.jpg,307,425,8807.0,train
148497.jpg,494,684,4972.0,train
097081.jpg,403,558,4972.0,train
134033.jpg,229,317,4972.0,train
097913.jpg,112,155,4972.0,train
063088.jpg,541,749,4972.0,train
063506.jpg,117,162,4972.0,train
150668.jpg,211,292,4972.0,train
135153.jpg,146,202,4972.0,train
076437.jpg,156,216,4972.0,train
004405.jpg,497,688,4972.0,train
027833.jpg,517,716,4972.0,train
097449.jpg,218,302,4972.0,train
039154.jpg,104,144,4972.0,train
084480.jpg,172,238,4972.0,train
076434.jpg,286,396,4972.0,train
131587.jpg,172,238,4972.0,train
011571.jpg,426,590,4972.0,train
017851.jpg,348,482,4972.0,train
136994.jpg,117,162,4972.0,train
021726.jpg,153,212,4972.0,train
154718.jpg,94,130,8799.0,train
092478.jpg,70,97,8799.0,train
127646.jpg,78,108,8799.0,train
095822.jpg,127,176,8799.0,train
044122.jpg,91,126,8799.0,train
053717.jpg,140,194,8799.0,train
155408.jpg,135,187,8799.0,train
129957.jpg,127,176,8799.0,train
089110.jpg,86,119,8799.0,train
014487.jpg,177,245,8799.0,train
028976.jpg,101,140,8799.0,train
093051.jpg,156,216,8799.0,train
029877.jpg,127,176,8799.0,train
089432.jpg,153,212,8799.0,train
083367.jpg,117,162,8799.0,train
123178.jpg,283,392,8799.0,train
015204.jpg,140,194,8799.0,train
025166.jpg,203,281,8799.0,train
132043.jpg,676,936,8799.0,train
026616.jpg,231,320,8799.0,train
155136.jpg,88,122,6236.0,train
105305.jpg,582,806,6236.0,train
130482.jpg,200,277,6236.0,train
106606.jpg,143,198,6236.0,train
078726.jpg,190,263,6236.0,train
081825.jpg,182,252,6236.0,train
159723.jpg,205,284,6236.0,train
140462.jpg,380,526,6236.0,train
092631.jpg,172,238,6236.0,train
016067.jpg,382,529,6236.0,train
053584.jpg,177,245,6236.0,train
106139.jpg,133,184,6236.0,train
054109.jpg,159,220,6236.0,train
097034.jpg,117,162,6236.0,train
088887.jpg,151,209,6236.0,train
129312.jpg,239,331,6236.0,train
030409.jpg,75,104,6236.0,train
043584.jpg,200,277,6236.0,train
150075.jpg,465,644,6236.0,train
050700.jpg,439,608,6236.0,train
141734.jpg,502,695,5318.0,train
064170.jpg,645,893,5318.0,train
117309.jpg,416,576,5318.0,train
066748.jpg,530,734,5318.0,train
042657.jpg,328,454,5318.0,train
044843.jpg,429,594,5318.0,train
153591.jpg,450,623,5318.0,train
126599.jpg,198,274,5318.0,train
056969.jpg,190,263,5318.0,train
003225.jpg,177,245,5318.0,train
032397.jpg,231,320,5318.0,train
066404.jpg,512,709,5318.0,train
036640.jpg,468,648,5318.0,train
061128.jpg,257,356,5318.0,train
052270.jpg,577,799,5318.0,train
116027.jpg,442,612,5318.0,train
007751.jpg,403,558,5318.0,train
024261.jpg,195,270,5318.0,train
130266.jpg,304,421,5318.0,train
024991.jpg,281,389,5318.0,train
148488.jpg,559,774,861.0,train
052566.jpg,598,828,861.0,train
090385.jpg,372,515,861.0,train
059958.jpg,946,1310,861.0,train
014817.jpg,265,367,861.0,train
020085.jpg,702,972,861.0,train
161758.jpg,434,601,861.0,train
097145.jpg,395,547,861.0,train
038617.jpg,889,1231,861.0,train
003074.jpg,260,360,861.0,train
010895.jpg,512,709,861.0,train
056982.jpg,247,342,861.0,train
011088.jpg,361,500,861.0,train
041477.jpg,484,670,861.0,train
038309.jpg,541,749,861.0,train
082459.jpg,767,1062,861.0,train
003268.jpg,861,1192,861.0,train
005580.jpg,559,774,861.0,train
110008.jpg,616,848,861.0,train
009641.jpg,512,709,861.0,train
146205.jpg,216,299,353.0,train
091531.jpg,390,540,353.0,train
126846.jpg,569,788,353.0,train
099149.jpg,140,194,353.0,train
060712.jpg,393,544,353.0,train
062195.jpg,205,284,353.0,train
148274.jpg,239,331,353.0,train
131936.jpg,967,1339,353.0,train
084367.jpg,858,1188,353.0,train
011155.jpg,177,245,353.0,train
040567.jpg,143,198,353.0,train
094331.jpg,1635,2264,353.0,train
053180.jpg,250,346,353.0,train
087700.jpg,1235,1710,353.0,train
080141.jpg,502,695,353.0,train
126832.jpg,455,630,353.0,train
021698.jpg,330,457,353.0,train
025087.jpg,252,349,353.0,train
132109.jpg,257,356,353.0,train
030583.jpg,1342,1858,353.0,train
148743.jpg,133,184,9848.0,train
082022.jpg,164,227,9848.0,train
127988.jpg,195,270,9848.0,train
097312.jpg,138,191,9848.0,train
069229.jpg,343,475,9848.0,train
073020.jpg,143,198,9848.0,train
156657.jpg,520,720,9848.0,train
137619.jpg,286,396,9848.0,train
080240.jpg,130,180,9848.0,train
008142.jpg,172,238,9848.0,train
015675.jpg,265,367,9848.0,train
096432.jpg,291,403,9848.0,train
042597.jpg,174,241,9848.0,train
081321.jpg,216,299,9848.0,train
079352.jpg,166,230,9848.0,train
124092.jpg,200,277,9848.0,train
010574.jpg,268,371,9848.0,train
012088.jpg,356,493,9848.0,train
140132.jpg,382,529,9848.0,train
015301.jpg,764,1058,9848.0,train
153713.jpg,151,209,9944.0,train
077197.jpg,231,320,9944.0,train
125545.jpg,450,623,9944.0,train
082834.jpg,278,385,9944.0,train
065054.jpg,273,378,9944.0,train
065127.jpg,94,130,9944.0,train
154216.jpg,107,148,9944.0,train
129381.jpg,307,425,9944.0,train
072219.jpg,276,382,9944.0,train
002821.jpg,216,299,9944.0,train
032350.jpg,312,432,9944.0,train
082225.jpg,278,385,9944.0,train
033210.jpg,151,178,9944.0,train
073091.jpg,101,140,9944.0,train
068442.jpg,218,302,9944.0,train
122437.jpg,244,338,9944.0,train
004067.jpg,705,976,9944.0,train
021295.jpg,216,299,9944.0,train
133698.jpg,122,169,9944.0,train
023096.jpg,205,284,9944.0,train
155429.jpg,140,194,3010.0,train
107700.jpg,237,328,3010.0,train
123321.jpg,536,742,3010.0,train
109705.jpg,195,270,3010.0,train
069664.jpg,281,389,3010.0,train
072713.jpg,203,281,3010.0,train
156064.jpg,260,360,3010.0,train
132136.jpg,538,708,3010.0,train
092490.jpg,198,274,3010.0,train
003690.jpg,179,248,3010.0,train
042486.jpg,294,407,3010.0,train
108313.jpg,148,205,3010.0,train
046760.jpg,237,328,3010.0,train
096163.jpg,179,248,3010.0,train
087941.jpg,114,158,3010.0,train
123169.jpg,260,299,3010.0,train
009855.jpg,270,374,3010.0,train
011320.jpg,101,140,3010.0,train
141308.jpg,179,248,3010.0,train
026591.jpg,296,410,3010.0,train
134849.jpg,408,565,6936.0,train
071644.jpg,179,248,6936.0,train
118476.jpg,127,176,6936.0,train
087359.jpg,377,522,6936.0,train
038754.jpg,268,371,6936.0,train
042414.jpg,307,425,6936.0,train
135043.jpg,252,349,6936.0,train
120033.jpg,169,234,6936.0,train
053090.jpg,512,709,6936.0,train
000254.jpg,270,374,6936.0,train
017394.jpg,374,518,6936.0,train
075288.jpg,120,166,6936.0,train
019378.jpg,322,446,6936.0,train
067838.jpg,229,317,6936.0,train
051779.jpg,234,324,6936.0,train
115432.jpg,164,227,6936.0,train
005204.jpg,380,526,6936.0,train
005767.jpg,114,158,6936.0,train
120362.jpg,156,216,6936.0,train
017070.jpg,213,295,6936.0,train
151023.jpg,138,191,5472.0,train
091274.jpg,208,288,5472.0,train
141704.jpg,75,104,5472.0,train
092118.jpg,109,151,5472.0,train
036601.jpg,218,302,5472.0,train
036819.jpg,263,364,5472.0,train
154557.jpg,179,248,5472.0,train
142510.jpg,195,270,5472.0,train
068862.jpg,307,425,5472.0,train
000089.jpg,320,443,5472.0,train
025903.jpg,213,295,5472.0,train
091656.jpg,328,454,5472.0,train
027056.jpg,125,173,5472.0,train
074051.jpg,138,191,5472.0,train
068086.jpg,78,108,5472.0,train
136825.jpg,83,115,5472.0,train
009774.jpg,117,162,5472.0,train
017286.jpg,224,310,5472.0,train
147293.jpg,252,349,5472.0,train
025294.jpg,86,119,5472.0,train
146857.jpg,133,184,9965.0,train
083907.jpg,333,461,9965.0,train
132350.jpg,114,158,9965.0,train
094492.jpg,211,292,9965.0,train
037758.jpg,187,259,9965.0,train
045238.jpg,226,313,9965.0,train
147334.jpg,302,418,9965.0,train
136180.jpg,190,263,9965.0,train
063909.jpg,172,238,9965.0,train
007132.jpg,182,252,9965.0,train
022279.jpg,195,270,9965.0,train
084929.jpg,211,292,9965.0,train
026682.jpg,312,432,9965.0,train
080035.jpg,408,565,9965.0,train
062264.jpg,247,342,9965.0,train
114466.jpg,216,299,9965.0,train
013575.jpg,185,256,9965.0,train
015603.jpg,187,259,9965.0,train
144165.jpg,99,137,9965.0,train
021183.jpg,239,331,9965.0,train
154700.jpg,203,281,409.0,train
090381.jpg,224,310,409.0,train
129403.jpg,166,230,409.0,train
098279.jpg,260,360,409.0,train
052694.jpg,577,799,409.0,train
064881.jpg,229,317,409.0,train
159358.jpg,190,263,409.0,train
139533.jpg,172,238,409.0,train
078266.jpg,143,198,409.0,train
031380.jpg,351,486,409.0,train
039703.jpg,281,389,409.0,train
096063.jpg,117,162,409.0,train
040070.jpg,1074,1487,409.0,train
079093.jpg,764,1058,409.0,train
068724.jpg,307,425,409.0,train
128364.jpg,273,378,409.0,train
032563.jpg,179,248,409.0,train
033765.jpg,203,281,409.0,train
139855.jpg,122,169,409.0,train
036433.jpg,400,554,409.0,train
145492.jpg,208,288,6947.0,train
088541.jpg,237,328,6947.0,train
130612.jpg,169,234,6947.0,train
098824.jpg,198,274,6947.0,train
050281.jpg,913,1264,6947.0,train
052314.jpg,133,184,6947.0,train
145771.jpg,174,241,6947.0,train
132291.jpg,195,270,6947.0,train
076319.jpg,1076,1490,6947.0,train
008209.jpg,234,324,6947.0,train
040098.jpg,174,241,6947.0,train
096729.jpg,177,245,6947.0,train
045228.jpg,109,151,6947.0,train
078803.jpg,159,220,6947.0,train
070465.jpg,257,356,6947.0,train
126486.jpg,153,212,6947.0,train
033785.jpg,161,223,6947.0,train
034515.jpg,190,263,6947.0,train
136551.jpg,325,450,6947.0,train
035423.jpg,185,256,6947.0,train
153489.jpg,796,1102,5829.0,train
103140.jpg,221,306,5829.0,train
136555.jpg,868,1202,5829.0,train
108055.jpg,411,569,5829.0,train
041263.jpg,499,691,5829.0,train
065643.jpg,117,162,5829.0,train
157950.jpg,338,468,5829.0,train
138491.jpg,299,414,5829.0,train
081705.jpg,143,198,5829.0,train
005391.jpg,242,335,5829.0,train
022871.jpg,304,421,5829.0,train
107055.jpg,135,187,5829.0,train
036743.jpg,203,281,5829.0,train
089486.jpg,416,576,5829.0,train
080772.jpg,299,414,5829.0,train
134800.jpg,356,493,5829.0,train
006907.jpg,281,389,5829.0,train
019512.jpg,424,587,5829.0,train
146098.jpg,299,414,5829.0,train
021403.jpg,133,184,5829.0,train
141882.jpg,237,328,3432.0,train
115180.jpg,315,436,3432.0,train
133114.jpg,177,245,3432.0,train
117807.jpg,205,284,3432.0,train
068458.jpg,307,425,3432.0,train
083708.jpg,372,515,3432.0,train
150438.jpg,218,302,3432.0,train
133954.jpg,182,252,3432.0,train
099371.jpg,330,457,3432.0,train
006188.jpg,317,439,3432.0,train
036973.jpg,593,821,3432.0,train
115282.jpg,382,529,3432.0,train
038778.jpg,286,396,3432.0,train
104448.jpg,205,284,3432.0,train
096146.jpg,96,133,3432.0,train
130904.jpg,213,295,3432.0,train
012202.jpg,380,526,3432.0,train
013792.jpg,190,263,3432.0,train
138806.jpg,182,252,3432.0,train
016583.jpg,218,302,3432.0,train
155548.jpg,359,497,5843.0,train
082451.jpg,309,428,5843.0,train
145093.jpg,57,79,5843.0,train
113893.jpg,200,277,5843.0,train
042411.jpg,88,122,5843.0,train
051312.jpg,270,374,5843.0,train
160358.jpg,224,310,5843.0,train
147714.jpg,174,241,5843.0,train
068917.jpg,411,569,5843.0,train
007012.jpg,221,306,5843.0,train
019316.jpg,75,104,5843.0,train
097860.jpg,185,256,5843.0,train
022241.jpg,377,414,5843.0,train
072742.jpg,211,292,5843.0,train
066901.jpg,213,295,5843.0,train
132343.jpg,244,338,5843.0,train
015271.jpg,104,144,5843.0,train
018276.jpg,400,554,5843.0,train
149947.jpg,88,122,5843.0,train
018414.jpg,68,94,5843.0,train
149278.jpg,234,324,395.0,train
095587.jpg,161,223,395.0,train
135951.jpg,315,436,395.0,train
097574.jpg,213,295,395.0,train
071017.jpg,1040,1440,395.0,train
072561.jpg,216,299,395.0,train
154355.jpg,276,382,395.0,train
138086.jpg,211,292,395.0,train
080713.jpg,211,292,395.0,train
016832.jpg,198,274,395.0,train
040478.jpg,208,288,395.0,train
095844.jpg,174,241,395.0,train
042752.jpg,218,302,395.0,train
081376.jpg,133,184,395.0,train
